publicationTitle,Authors,yearOfPublication,publicationVenue,publicationID
An early look at XQuery API for Java™ (XQJ),"['Andrew Eisenberg', 'Jim Melton']",2004,SIGMOD,5390975920f70186a0dfe2ba
Reminiscences on influential papers,['Kenneth A. Ross'],2004,SIGMOD,5590e04a0cf25001c36efa09
REPORT on the EDBT'04 workshop on database technologies for handling XML information on the web,"['Marco Mesiti', 'Barbara Catania', 'Giovanna Guerrini', 'Akmal Chaudhri']",2004,SIGMOD,5390975920f70186a0dfe2bf
Issues in mechanical engineering design management,"['Dave Hislop', 'Zoé Lacroix', 'Gerald Moeller']",2004,SIGMOD,5390975920f70186a0dfe2c0
Automatic composite wrapper generation for semi-structured biological data based on table structure identification,"['Liangyou Chen', 'Hasan M. Jamil', 'Nan Wang']",2004,SIGMOD,5390975920f70186a0dfe2b3
"Spatial, temporal and spatio-temporal databases - hot issues and directions for phd research","['John F. Roddick', 'Erik Hoel', 'Max J. Egenhofer', 'Dimitris Papadias', 'Betty Salzberg']",2004,SIGMOD,5390975920f70186a0dfe2be
Using reasoning to guide annotation with gene ontology terms in GOAT,"['Michael Bada', 'Daniele Turi', 'Robin McEntire', 'Robert Stevens']",2004,SIGMOD,5390975920f70186a0dfe2ae
"The GenAlg project: developing a new integrating data model, language, and tool for managing and querying genomic information","['Joachim Hammer', 'Markus Schneider']",2004,SIGMOD,5390975920f70186a0dfe2b1
Managing and analyzing carbohydrate data,"['Kiyoko F. Aoki', 'Nobuhisa Ueda', 'Atsuko Yamaguchi', 'Tatsuya Akutsu', 'Minoru Kanehisa', 'Hiroshi Mamitsuka']",2004,SIGMOD,5390975920f70186a0dfe2af
ACM SIGMOD Record,,2004,SIGMOD,5590cf4f0cf25001c36eeff7
Logic-based web information extraction,"['Georg Gottlob', 'Christoph Koch']",2004,SIGMOD,5390975920f70186a0dfe2b8
Branding yourself,"['Richard Snodgrass', 'Merrie Brucks']",2004,SIGMOD,5390975920f70186a0dfe2bd
Mobile databases: a selection of open issues and research directions,"['Guy Bernard', 'Jalel Ben-othman', 'Luc Bouganim', 'Gérôme Canals', 'Sophie Chabridon', 'Bruno Defude', 'Jean Ferrié', 'Stéphane Gançarski', 'Rachid Guerraoui', 'Pascal Molli', 'Philippe Pucheral', 'Claudia Roncancio', 'Patricia Serrano-Alvarado', 'Patrick Valduriez']",2004,SIGMOD,5390975920f70186a0dfe2b6
The BEA streaming XQuery processor,"['Daniela Florescu', 'Chris Hillery', 'Donald Kossmann', 'Paul Lucas', 'Fabio Riccardi', 'Till Westmann', 'J. Carey', 'Arvind Sundararajan']",2004,VLDB,5390979920f70186a0dff268
ACM SIGMOD Record,,2004,SIGMOD,558e0b600cf2e6675805097a
CiVeDi: a customized virtual environment for database interaction,"['Pietro Mazzoleni', 'Elisa Bertino', 'Elena Ferrari', 'Stefano Valtolina']",2004,SIGMOD,5390979920f70186a0dffb84
A denotational semantics for continuous queries over streams and relations,"['Arvind Arasu', 'Jennifer Widom']",2004,SIGMOD,5390979920f70186a0dffb82
An evaluation of XML indexes for structural join,"['Hanyu Li', 'Mong Li Lee', 'Wynne Hsu', 'Chao Chen']",2004,SIGMOD,5390979920f70186a0dffb86
Semantically enriched web services for the travel industry,"['A. Dogac', 'Y. Kabak', 'G. Laleci', 'S. Sinir', 'A. Yildiz', 'S. Kirbas', 'Y. Gurcan']",2004,SIGMOD,5390979920f70186a0dffb85
Optimization of data stream processing,"['Janusz R. Getta', 'Ehsan Vossough']",2004,SIGMOD,5390979920f70186a0dffb87
"Report on the 3rd web dynamics workshop, at WWW'2004","['Mark Levene', 'Alexandra Poulovassilis']",2004,SIGMOD,5390979920f70186a0dffb8e
"Report on the workshop on metadata management in grid and peer-to-peer systems, London, December 16 2003","['Kevin Keenoy', 'Alexandra Poulovassilis', 'Vassilis Christophides', 'George Loizou', 'Giorgos Kokkinidis', 'George Samaras', 'Nicolas Spyratos']",2004,SIGMOD,5390979920f70186a0dffb8f
Structured databases on the web: observations and implications,"['Kevin Chen-Chuan Chang', 'Bin He', 'Chengkai Li', 'Mitesh Patel', 'Zhen Zhang']",2004,SIGMOD,5390979920f70186a0dffb8a
Integration of biological sources: current systems and challenges ahead,"['Thomas Hernandez', 'Subbarao Kambhampati']",2004,SIGMOD,5390979920f70186a0dffb89
Advancements in SQL/XML,"['Andrew Eisenberg', 'Jim Melton']",2004,SIGMOD,5390979920f70186a0dffb8c
NESTREAM: querying nested streams,"['Damianos Chatziantoniou', 'Achilleas Anagnostopoulos']",2004,SIGMOD,5390979920f70186a0dffb8b
Report on the 9th ACM symposium on access control models and technologies (SACMAT'04),['Elena Ferrari'],2004,SIGMOD,5390979920f70186a0dffb8d
A read-only transaction anomaly under snapshot isolation,"['Alan Fekete', ""Elizabeth O'Neil"", ""Patrick O'Neil""]",2004,SIGMOD,5390979920f70186a0dffb83
Reminiscences on influential papers,['Kenneth A. Ross'],2004,SIGMOD,558ce80de4b0bb3102a0c8ac
"Phil Bernstein speaks out on trends at industrial research labs: what metadata management products need, peculiarities of the tenure sytem, how to fix the problems with database research conferences, and more",['Marianne Winslett'],2004,SIGMOD,5390979920f70186a0dffb88
Guest Editorial to the special issue on data stream processing,"['Johannes Gehrke', 'M. Hellerstein']",2004,VLDB,5390979920f70186a0e00cd7
Tracking set-expression cardinalities over continuous update streams,"['Sumit Ganguly', 'Minos Garofalakis', 'Rajeev Rastogi']",2004,VLDB,5390979920f70186a0e00cd5
Balancing energy efficiency and quality of aggregate data in sensor networks,"['A. Sharaf', 'Jonathan Beaver', 'Alexandros Labrinidis', 'K. Chrysanthis']",2004,VLDB,5390979920f70186a0e00cd6
Operator scheduling in data stream systems,"['Brian Babcock', 'Shivnath Babu', 'Mayur Datar', 'Rajeev Motwani', 'Dilys Thomas']",2004,VLDB,5390979920f70186a0e00cd2
Retrospective on Aurora,"['Hari Balakrishnan', 'Magdalena Balazinska', 'Don Carney', 'Uğur Çetintemel', 'Mitch Cherniack', 'Christian Convey', 'Eddie Galvez', 'Jon Salz', 'Michael Stonebraker', 'Nesime Tatbul', 'Richard Tibbetts', 'Stan Zdonik']",2004,VLDB,5390979920f70186a0e00cd3
Finding hot query patterns over an XQuery stream,"['Huai Yang', 'Li Lee', 'Wynne Hsu']",2004,VLDB,5390979920f70186a0e00cd4
The VLDB Journal — The International Journal on Very Large Data Bases,,2004,VLDB,5590cdf40cf237666fc28cff
ACM SIGMOD Record,,2004,SIGMOD,5590dd290cf2ce4b6f3a0918
From semantic integration to semantics management: case studies and a way forward,"['Arnon Rosenthal', 'Len Seligman', 'Scott Renner']",2004,SIGMOD,5390980720f70186a0e01e39
Kanata: adaptation and evolution in data sharing systems,"['Periklis Andritsos', 'Ariel Fuxman', 'Anastasios Kementsietsidis', 'Renée J. Miller', 'Yannis Velegrakis']",2004,SIGMOD,5390980720f70186a0e01e37
Matching large XML schemas,"['Erhard Rahm', 'Hong-Hai Do', 'Sabine Maßmann']",2004,SIGMOD,5390980720f70186a0e01e36
A holistic paradigm for large scale schema matching,"['Bin He', 'Kevin Chen-Chuan Chang']",2004,SIGMOD,5390980720f70186a0e01e35
Book review column,['Karl Aberer'],2004,SIGMOD,558e0a000cf2c779a64768b0
"Review of ""Emergence and Convergence: Qualitative Novelty and the Unity of Knowledge by Mario Bunge"", University of Toronto Press, 2004, ISBN 0-8020-8860-0.",['Haim Kilov'],2004,SIGMOD,5390980720f70186a0e01e40
"Report on the first ""XQuery Implementation, Experience and Perspectives"" workshop (XIME-P)","['Ioana Manolescu', 'Yannis Papakonstantinou']",2004,SIGMOD,5390980720f70186a0e01e42
Report on the seventh EDBT summer school: XML & databases,"['Riccardo Torlone', 'Paolo Atzeni']",2004,SIGMOD,5390980720f70186a0e01e41
Introduction to the special issue on semantic integration,"['AnHai Doan', 'Natalya F. Noy', 'Alon Y. Halevy']",2004,SIGMOD,5390980720f70186a0e01e33
Industrial-strength schema matching,"['Philip A. Bernstein', 'Sergey Melnik', 'Michalis Petropoulos', 'Christoph Quix']",2004,SIGMOD,5390980720f70186a0e01e38
Ontologies and semantics for seamless connectivity,"['Michael Uschold', 'Michael Gruninger']",2004,SIGMOD,5390980720f70186a0e01e3b
Report on the first twente data management workshop on XML databases and information retrieval,"['Djoerd Hiemstra', 'Vojkan Mihajlović']",2004,SIGMOD,5390980720f70186a0e01e43
Reminiscences on influential papers,['Kenneth A. Ross'],2004,SIGMOD,5590da7c0cf2baaad9717432
Automatic direct and indirect schema mapping: experiences and lessons learned,"['David W. Embley', 'Li Xu', 'Yihong Ding']",2004,SIGMOD,5390980720f70186a0e01e34
"Multiplex, Fusionplex and Autoplex: three generations of information integration","['Amihai Motro', 'Jacob Berlin', 'Philipp Anokhin']",2004,SIGMOD,5390980720f70186a0e01e3a
UbiData: requirements and architecture for ubiquitous data access,"['Abdelsalam Helal', 'Joachim Hammer']",2004,SIGMOD,5390980720f70186a0e01e3d
"Review of ""Web Services by G. Alonso, F. Casati, H. Kuno, and V. Machiraju"", Springer-Verlag, 2004, ISBN 30540-44008-9",['Dirk Wodtke'],2004,SIGMOD,5390980720f70186a0e01e3f
"C. Mohan speaks out: on R*, message queues, computer science in India, how ARIES came about, life as an IBM fellow, and more",['Marianne Winslett'],2004,SIGMOD,5390980720f70186a0e01e3e
Semantic integration: a survey of ontology-based approaches,['Natalya F. Noy'],2004,SIGMOD,5390980720f70186a0e01e3c
BINOCULAR: a system monitoring framework,"['Fatih Emekci', 'Sezai E. Tuna', 'Divyakant Agrawal', 'Amr El Abbadi']",2004,VLDB,5390980720f70186a0e03e99
Adaptive sampling for sensor networks,"['Ankur Jain', 'Edward Y. Chang']",2004,VLDB,5390980720f70186a0e03e9a
Optimization of in-network data reduction,"['Joseph M. Hellerstein', 'Wei Wang']",2004,VLDB,5390980720f70186a0e03e9e
Proceeedings of the 1st international workshop on Data management for sensor networks: in conjunction with VLDB 2004,"['Alexandros Labrinidis', 'Samuel Madden']",2004,VLDB,5390980720f70186a0e03e98
Predictive filtering: a learning-based approach to data stream filtering,"['Vibhore Kumar', 'Brian F. Cooper', 'Shamkant B. Navathe']",2004,VLDB,5390980720f70186a0e03e9b
KPT: a dynamic KNN query processing algorithm for location-aware sensor networks,"['Julian Winter', 'Wang-Chien Lee']",2004,VLDB,5390980720f70186a0e03ea7
Approximately uniform random sampling in sensor networks,"['Boulat A. Bash', 'John W. Byers', 'Jeffrey Considine']",2004,VLDB,5390980720f70186a0e03e9d
Active rules for sensor databases,"['M. Zoumboulakis', 'G. Roussos', 'A. Poulovassilis']",2004,VLDB,5390980720f70186a0e03ea4
A framework for spatio-temporal query processing over wireless sensor networks,"['Alexandru Coman', 'Mario A. Nascimento', 'Jörg Sander']",2004,VLDB,5390980720f70186a0e03ea5
"Mission-critical management of mobile sensors: or, how to guide a flock of sensors","['Goce Trajcevski', 'Peter Scheuermann', 'Herve Brönnimann']",2004,VLDB,5390980720f70186a0e03ea6
Region streams: functional macroprogramming for sensor networks,"['Ryan Newton', 'Matt Welsh']",2004,VLDB,5390980720f70186a0e03ea2
StreamGlobe: adaptive query processing and optimization in streaming P2P environments,"['Bernhard Stegmaier', 'Richard Kuntschke', 'Alfons Kemper']",2004,VLDB,5390980720f70186a0e03ea3
A framework for extending the synergy between MAC layer and query optimization in sensor networks,"['Vladimir I. Zadorozhny', 'Panos K. Chrysanthis', 'Prashant Krishnamurthy']",2004,VLDB,5390980720f70186a0e03ea1
WaveScheduling: energy-efficient data dissemination for sensor networks,"['Niki Trigoni', 'Yong Yao', 'Alan Demers', 'Johannes Gehrke', 'Rajmohan Rajaraman']",2004,VLDB,5390980720f70186a0e03e9f
Confidence-based data management for personal area sensor networks,"['Nesime Tatbul', 'Mark Buller', 'Reed Hoyt', 'Steve Mullen', 'Stan Zdonik']",2004,VLDB,5390980720f70186a0e03e9c
"MEADOWS: modeling, emulation, and analysis of data of wireless sensor networks","['Qiong Luo', 'Lionel M. Ni', 'Bingsheng He', 'Hejun Wu', 'Wenwei Xue']",2004,VLDB,5390980720f70186a0e03ea0
"The past, present and future of web information retrieval",['Monika Henzinger'],2004,SIGMOD,5390981d20f70186a0e0499f
"Conditional XPath, the first order complete XPath dialect",['Maarten Marx'],2004,SIGMOD,5390981d20f70186a0e0499c
Using non-linear dynamical systems for web searching and ranking,['Panayiotis Tsaparas'],2004,SIGMOD,5390981d20f70186a0e049a1
Positive active XML,"['Serge Abiteboul', 'Omar Benjelloun', 'Tova Milo']",2004,SIGMOD,5390981d20f70186a0e0499e
Frontiers of tractability for typechecking simple XML transformations,"['Wim Martens', 'Frank Neven']",2004,SIGMOD,5390981d20f70186a0e0499d
"Trees, automata and XML",['Thomas Schwentick'],2004,SIGMOD,5390981d20f70186a0e049b0
"Roads, codes, and spatiotemporal queries","['Sandeep Gupta', 'Swastik Kopparty', 'Chinya Ravishankar']",2004,SIGMOD,5390981d20f70186a0e049a6
k-means projective clustering,"['Pankaj K. Agarwal', 'Nabil H. Mustafa']",2004,SIGMOD,5390981d20f70186a0e049aa
Comparing and aggregating rankings with ties,"['Ronald Fagin', 'Ravi Kumar', 'Mohammad Mahdian', 'D. Sivakumar', 'Erik Vee']",2004,SIGMOD,5390981d20f70186a0e049a0
Deterministic wavelet thresholding for maximum-error metrics,"['Minos Garofalakis', 'Amit Kumar']",2004,SIGMOD,5390981d20f70186a0e049ab
Specification and verification of data-driven web services,"['Alin Deutsch', 'Liying Sui', 'Victor Vianu']",2004,SIGMOD,5390981d20f70186a0e049a2
Weighted hypertree decompositions and optimal query plans,"['Francesco Scarcello', 'Gianluigi Greco', 'Nicola Leone']",2004,SIGMOD,5390981d20f70186a0e049af
Foundations of semantic web databases,"['Claudio Gutierrez', 'Carlos Hurtado', 'Alberto O. Mendelzon']",2004,SIGMOD,5390981d20f70186a0e049a4
The Lixto data extraction project: back and forth between theory and practice,"['Georg Gottlob', 'Christoph Koch', 'Robert Baumgartner', 'Marcus Herzog', 'Sergio Flesca']",2004,SIGMOD,5390981d20f70186a0e0499b
On the memory requirements of XPath evaluation over XML streams,"['Ziv Bar-Yossef', 'Marcus Fontoura', 'Vanja Josifovski']",2004,SIGMOD,5390981d20f70186a0e049ac
Synopses for query optimization: a space-complexity perspective,"['Raghav Kaushik', 'Raghu Ramakrishnan', 'Venkatesan T. Chakaravarthy']",2004,SIGMOD,5390981d20f70186a0e049ae
Conjunctive queries over trees,"['Georg Gottlob', 'Christoph Koch', 'Klaus U. Schulz']",2004,SIGMOD,5390981d20f70186a0e049ad
Composing schema mappings: second-order dependencies to the rescue,"['Ronald Fagin', 'Phokion G. Kolaitis', 'Wang-Chiew Tan', 'Lucian Popa']",2004,SIGMOD,5390981d20f70186a0e049a3
Replicated declustering of spatial data,"['Hakan Ferhatosmanoǧlu', 'Ali Şaman Tosun', 'Aravind Ramachandran']",2004,SIGMOD,5390981d20f70186a0e049a7
Computational complexity of itemset frequency satisfiability,['Toon Calders'],2004,SIGMOD,5390981d20f70186a0e049a9
Clustering via matrix powering,"['Hanson Zhou', 'David Woodruff']",2004,SIGMOD,5390981d20f70186a0e049a8
A characterization of first-order topological properties of planar spatial data,"['Michael Benedikt', 'Jan Van den Bussche', 'Christof Löding', 'Thomas Wilke']",2004,SIGMOD,5390981d20f70186a0e049a5
On the complexity of optimal K-anonymity,"['Adam Meyerson', 'Ryan Williams']",2004,SIGMOD,5390981d20f70186a0e049b1
On the decidability of containment of recursive datalog queries - preliminary report,['Piero A. Bonatti'],2004,SIGMOD,5390981d20f70186a0e049b8
Locally consistent transformations and query answering in data exchange,"['Marcelo Arenas', 'Pablo Barceló', 'Ronald Fagin', 'Leonid Libkin']",2004,SIGMOD,5390981d20f70186a0e049b2
Power-conserving computation of order-statistics over sensor networks,"['Michael B. Greenwald', 'Sanjeev Khanna']",2004,SIGMOD,5390981d20f70186a0e049b6
Processing first-order queries under limited access patterns,"['Alan Nash', 'Bertram Ludäscher']",2004,SIGMOD,5390981d20f70186a0e049b9
On preservation under homomorphisms and unions of conjunctive queries,"['Albert Atserias', 'Anuj Dawar', 'Phokion G. Kolaitis']",2004,SIGMOD,5390981d20f70186a0e049ba
Adaptive sampling for geometric problems over data streams,"['John Hershberger', 'Subhash Suri']",2004,SIGMOD,5390981d20f70186a0e049b4
Multi-valued dependencies in the presence of lists,"['Sven Hartmann', 'Sebastian Link']",2004,SIGMOD,5390981d20f70186a0e049bb
Flexible time management in data stream systems,"['Utkarsh Srivastava', 'Jennifer Widom']",2004,SIGMOD,5390981d20f70186a0e049b5
Approximate counts and quantiles over sliding windows,"['Arvind Arasu', 'Gurmeet Singh Manku']",2004,SIGMOD,5390981d20f70186a0e049b7
Logical foundations of peer-to-peer data integration,"['Diego Calvanese', 'Giuseppe De Giacomo', 'Maurizio Lenzerini', 'Riccardo Rosati']",2004,SIGMOD,5390981d20f70186a0e049b3
Foundation matters,['C. J. Date'],2002,VLDB,53909f6920f70186a0e3a963
Data routing rather than databases: the meaning of the next wave of the web revolution to data management,['Adam Bosworth'],2002,VLDB,53909f6920f70186a0e3a962
Adaptable similarity search using non-relevant information,"['T. V. Ashwin', 'Rahul Gupta', 'Sugata Ghosal']",2002,VLDB,53909f6920f70186a0e3a967
Sideway value algebra for object-relational databases,"['G. Özsoyoǧlu', 'A. Al-Hamdani', 'I. S. Altingövde', 'S. A. Özel', 'Ö. Ulusoy', 'Z. M. Özsoyoǧlu']",2002,VLDB,53909f6920f70186a0e3a968
"Wireless graffiti: data, data everywhere","['Tomasz Imielinski', 'Badri Nath']",2002,VLDB,53909f6920f70186a0e3a964
Database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment,"['Jack G. Conrad', 'Xi S. Guo', 'Peter Jackson', 'Monem Meziou']",2002,VLDB,53909f6920f70186a0e3a969
Generic database cost models for hierarchical memory systems,"['Stefan Manegold', 'Peter Boncz', 'Martin L. Kersten']",2002,VLDB,53909f6920f70186a0e3a973
Plan selection based on query clustering,"['Antara Ghosh', 'Jignashu Parikh', 'Vibhuti S. Sengar', 'Jayant R. Haritsa']",2002,VLDB,53909f6920f70186a0e3a972
Proceedings of the 28th international conference on Very Large Data Bases,,2002,VLDB,53909f6920f70186a0e3a961
Optimizing view queries in ROLEX to support navigable result trees,"['P. Bohannon', 'S. Ganguly', 'H. F. Korth', 'P. P. S. Narayan', 'P. Shenoy']",2002,VLDB,53909f6920f70186a0e3a96d
Structural function inlining technique for structurally recursive XML queries,"['Chang-Won Park', 'Jun-Ki Min', 'Chin-Wan Chung']",2002,VLDB,53909f6920f70186a0e3a96a
Watermarking relational databases,"['Rakesh Agrawal', 'Jerry Kiernan']",2002,VLDB,53909f6920f70186a0e3a970
Updates for structure indexes,"['Raghav Kaushik', 'Philip Bohannon', 'Jeffrey F. Naughton', 'Pradeep Shenoy']",2002,VLDB,53909f6920f70186a0e3a977
Streaming queries over streaming data,"['Sirish Chandrasekaran', 'Michael J. Franklin']",2002,VLDB,53909f6920f70186a0e3a974
Comparing data streams using Hamming norms (how to zero in),"['Graham Cormode', 'Mayur Datar', 'Piotr Indyk', 'S. Muthukrishnan']",2002,VLDB,53909f6920f70186a0e3a97f
Optimizing result prefetching in web search engines with segmented indices,"['Ronny Lempel', 'Shlomo Moran']",2002,VLDB,53909f6920f70186a0e3a982
